url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,user,labels,state,locked,assignee,assignees,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,closed_by,reactions,timeline_url,performed_via_github_app,state_reason,draft,pull_request
https://api.github.com/repos/weaviate/Verba/issues/312,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/312/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/312/comments,https://api.github.com/repos/weaviate/Verba/issues/312/events,https://github.com/weaviate/Verba/issues/312,2625892189,I_kwDOKA3yJs6cg-9d,312,How can I set the value of this Timeout?,"{'login': 'ccutyear', 'id': 59367257, 'node_id': 'MDQ6VXNlcjU5MzY3MjU3', 'avatar_url': 'https://avatars.githubusercontent.com/u/59367257?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ccutyear', 'html_url': 'https://github.com/ccutyear', 'followers_url': 'https://api.github.com/users/ccutyear/followers', 'following_url': 'https://api.github.com/users/ccutyear/following{/other_user}', 'gists_url': 'https://api.github.com/users/ccutyear/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ccutyear/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ccutyear/subscriptions', 'organizations_url': 'https://api.github.com/users/ccutyear/orgs', 'repos_url': 'https://api.github.com/users/ccutyear/repos', 'events_url': 'https://api.github.com/users/ccutyear/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ccutyear/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}",[],open,False,,[],,0,2024-10-31T03:29:51Z,2024-10-31T03:31:13Z,,NONE,,"## Installation
- [x] pip install goldenverba
- [ ] pip install from source
- [ ] Docker installation
If you installed via pip, please specify the version:
## Weaviate Deployment
- [x] Local Deployment
- [ ] Docker Deployment
- [ ] Cloud Deployment
## Configuration
Reader:
Chunker:Token
Embedder:OPENAI-text_embedding-3-small
Retriever:
Generator:
## Additional context
When I select to upload the parsed file,if the pdf is small, it can be uploaded normally. If the pdf is large, it returns ""Unexpected error: TimeoutError -"".How can I set the value of this Timeout?
The error message is as follows:
```text
ℹ Removing abc.pdf from BatchManager
ℹ Found existing Client
ℹ STARTING | abc.pdf | Starting Import | 0
ℹ Loading abc.pdf (pdf)
ℹ LOADING | abc.pdf | Loaded abc.pdf | 5.96
ℹ CHUNKING | abc.pdf |  | 0
ℹ CHUNKING | abc.pdf | Split abc.pdf into 89 chunks | 0.02
ℹ EMBEDDING | abc.pdf |  | 0
ℹ Vectorizing 89 chunks in 1 batches
✘ Unexpected error: TimeoutError -
ℹ ERROR | abc.pdf | Import for abc.pdf failed: Batch vectorization
failed: Vectorization failed for some batches:  | 31.82
✘ No documents imported 0 of 1 succesful tasks
ℹ ERROR | abc.pdf | Import for abc.pdf failed: Import for abc.pdf
failed: Batch vectorization failed: Vectorization failed for some batches:  |
0
```",,"{'url': 'https://api.github.com/repos/weaviate/Verba/issues/312/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/312/timeline,,,,
https://api.github.com/repos/weaviate/Verba/issues/311,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/311/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/311/comments,https://api.github.com/repos/weaviate/Verba/issues/311/events,https://github.com/weaviate/Verba/pull/311,2624460971,PR_kwDOKA3yJs6AZ0Ud,311,Add linux/arm64 platform to docker build-and-push action,"{'login': 'dudanogueira', 'id': 1761174, 'node_id': 'MDQ6VXNlcjE3NjExNzQ=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1761174?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/dudanogueira', 'html_url': 'https://github.com/dudanogueira', 'followers_url': 'https://api.github.com/users/dudanogueira/followers', 'following_url': 'https://api.github.com/users/dudanogueira/following{/other_user}', 'gists_url': 'https://api.github.com/users/dudanogueira/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/dudanogueira/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/dudanogueira/subscriptions', 'organizations_url': 'https://api.github.com/users/dudanogueira/orgs', 'repos_url': 'https://api.github.com/users/dudanogueira/repos', 'events_url': 'https://api.github.com/users/dudanogueira/events{/privacy}', 'received_events_url': 'https://api.github.com/users/dudanogueira/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}",[],open,False,,[],,0,2024-10-30T15:21:15Z,2024-10-30T15:21:15Z,,MEMBER,,so it works on mac,,"{'url': 'https://api.github.com/repos/weaviate/Verba/issues/311/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/311/timeline,,,False,"{'url': 'https://api.github.com/repos/weaviate/Verba/pulls/311', 'html_url': 'https://github.com/weaviate/Verba/pull/311', 'diff_url': 'https://github.com/weaviate/Verba/pull/311.diff', 'patch_url': 'https://github.com/weaviate/Verba/pull/311.patch', 'merged_at': None}"
https://api.github.com/repos/weaviate/Verba/issues/310,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/310/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/310/comments,https://api.github.com/repos/weaviate/Verba/issues/310/events,https://github.com/weaviate/Verba/issues/310,2622254317,I_kwDOKA3yJs6cTGzt,310,Export/backup database,"{'login': 'Wehzie', 'id': 39304339, 'node_id': 'MDQ6VXNlcjM5MzA0MzM5', 'avatar_url': 'https://avatars.githubusercontent.com/u/39304339?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Wehzie', 'html_url': 'https://github.com/Wehzie', 'followers_url': 'https://api.github.com/users/Wehzie/followers', 'following_url': 'https://api.github.com/users/Wehzie/following{/other_user}', 'gists_url': 'https://api.github.com/users/Wehzie/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Wehzie/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Wehzie/subscriptions', 'organizations_url': 'https://api.github.com/users/Wehzie/orgs', 'repos_url': 'https://api.github.com/users/Wehzie/repos', 'events_url': 'https://api.github.com/users/Wehzie/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Wehzie/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}","[{'id': 5786057714, 'node_id': 'LA_kwDOKA3yJs8AAAABWOA78g', 'url': 'https://api.github.com/repos/weaviate/Verba/labels/enhancement', 'name': 'enhancement', 'color': 'a2eeef', 'default': True, 'description': 'New feature or request'}]",open,False,,[],,0,2024-10-29T20:24:31Z,2024-10-29T20:40:24Z,,NONE,,"## Description
Dear maintainers, if I understand correctly, Verba's local option makes use weaviate embedded. Which as of weaviate's documentation is still in experimental stages. Is it possible to migrate a vector database from weaviate embedded to the dockerized weaviate version?
## Additional context
I have installed `pip install weaviate-client`  in order to gain access to an embedded weaviate client, to perform a backup of my data following the basic tutorial.
```
import weaviate
from weaviate.embedded import EmbeddedOptions
import os
client = weaviate.WeaviateClient(
    embedded_options=EmbeddedOptions(
        additional_env_vars={
            ""ENABLE_MODULES"": ""backup-filesystem"",
            ""BACKUP_FILESYSTEM_PATH"": ""/tmp/backups""
        }
    )
    # Add additional options here (see Python client docs for syntax)
)
client.connect()
```
However I'm not sure where to proceed from there.
Thank you for your time.",,"{'url': 'https://api.github.com/repos/weaviate/Verba/issues/310/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/310/timeline,,,,
https://api.github.com/repos/weaviate/Verba/issues/309,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/309/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/309/comments,https://api.github.com/repos/weaviate/Verba/issues/309/events,https://github.com/weaviate/Verba/issues/309,2616208614,I_kwDOKA3yJs6b8Czm,309,Bunch of Questions,"{'login': 'kllgjc', 'id': 120208682, 'node_id': 'U_kgDOByo9Kg', 'avatar_url': 'https://avatars.githubusercontent.com/u/120208682?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/kllgjc', 'html_url': 'https://github.com/kllgjc', 'followers_url': 'https://api.github.com/users/kllgjc/followers', 'following_url': 'https://api.github.com/users/kllgjc/following{/other_user}', 'gists_url': 'https://api.github.com/users/kllgjc/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/kllgjc/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/kllgjc/subscriptions', 'organizations_url': 'https://api.github.com/users/kllgjc/orgs', 'repos_url': 'https://api.github.com/users/kllgjc/repos', 'events_url': 'https://api.github.com/users/kllgjc/events{/privacy}', 'received_events_url': 'https://api.github.com/users/kllgjc/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}","[{'id': 5786057714, 'node_id': 'LA_kwDOKA3yJs8AAAABWOA78g', 'url': 'https://api.github.com/repos/weaviate/Verba/labels/enhancement', 'name': 'enhancement', 'color': 'a2eeef', 'default': True, 'description': 'New feature or request'}]",open,False,,[],,0,2024-10-26T23:31:56Z,2024-10-26T23:31:56Z,,NONE,,"## Description
Does this support ingesting existing metadata on PDFs or does it all have to be manual? Can you embed images/use VLM's? does it link back to the original source file if stored in the same location? how do you remove things from the database/update saved locations/re-embed after something is deleted? is there a way to change the size of the points in the 3d view? mapplotlib may be good to integrate instead of the 3d visual. also, is there a way to merge embeddings if you previously embedded so you dont have to redo it?
## Additional context
sorry, a lot of questions",,"{'url': 'https://api.github.com/repos/weaviate/Verba/issues/309/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/309/timeline,,,,
https://api.github.com/repos/weaviate/Verba/issues/308,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/308/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/308/comments,https://api.github.com/repos/weaviate/Verba/issues/308/events,https://github.com/weaviate/Verba/issues/308,2611130778,I_kwDOKA3yJs6borGa,308,Verba won't start on any other port other than 8000,"{'login': 'bw-Deejee', 'id': 31662809, 'node_id': 'MDQ6VXNlcjMxNjYyODA5', 'avatar_url': 'https://avatars.githubusercontent.com/u/31662809?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/bw-Deejee', 'html_url': 'https://github.com/bw-Deejee', 'followers_url': 'https://api.github.com/users/bw-Deejee/followers', 'following_url': 'https://api.github.com/users/bw-Deejee/following{/other_user}', 'gists_url': 'https://api.github.com/users/bw-Deejee/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/bw-Deejee/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/bw-Deejee/subscriptions', 'organizations_url': 'https://api.github.com/users/bw-Deejee/orgs', 'repos_url': 'https://api.github.com/users/bw-Deejee/repos', 'events_url': 'https://api.github.com/users/bw-Deejee/events{/privacy}', 'received_events_url': 'https://api.github.com/users/bw-Deejee/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}",[],open,False,,[],,0,2024-10-24T10:19:45Z,2024-10-24T10:19:45Z,,NONE,,"## Description
Can't run Verba on any other port than 8000. Using the --port flag doesn't help. Page loads with only background color, no content.
## Installation
- [ ] pip install goldenverba
- [x] pip install from source
- [ ] Docker installation
## Weaviate Deployment
- [x] Local Deployment
- [ ] Docker Deployment
- [ ] Cloud Deployment
## Steps to Reproduce
Try running Verba on port 8001 using `verba start --port=8001`. Access localhost:8001 and page doesnt load.
## Additional context
-",,"{'url': 'https://api.github.com/repos/weaviate/Verba/issues/308/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/308/timeline,,,,
https://api.github.com/repos/weaviate/Verba/issues/307,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/307/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/307/comments,https://api.github.com/repos/weaviate/Verba/issues/307/events,https://github.com/weaviate/Verba/pull/307,2602295425,PR_kwDOKA3yJs5_TtXd,307,Merge DEV to MAIN,"{'login': 'thomashacker', 'id': 43848523, 'node_id': 'MDQ6VXNlcjQzODQ4NTIz', 'avatar_url': 'https://avatars.githubusercontent.com/u/43848523?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thomashacker', 'html_url': 'https://github.com/thomashacker', 'followers_url': 'https://api.github.com/users/thomashacker/followers', 'following_url': 'https://api.github.com/users/thomashacker/following{/other_user}', 'gists_url': 'https://api.github.com/users/thomashacker/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thomashacker/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thomashacker/subscriptions', 'organizations_url': 'https://api.github.com/users/thomashacker/orgs', 'repos_url': 'https://api.github.com/users/thomashacker/repos', 'events_url': 'https://api.github.com/users/thomashacker/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thomashacker/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}",[],closed,False,,[],,0,2024-10-21T11:45:47Z,2024-10-21T11:46:16Z,2024-10-21T11:46:16Z,MEMBER,,,"{'login': 'thomashacker', 'id': 43848523, 'node_id': 'MDQ6VXNlcjQzODQ4NTIz', 'avatar_url': 'https://avatars.githubusercontent.com/u/43848523?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thomashacker', 'html_url': 'https://github.com/thomashacker', 'followers_url': 'https://api.github.com/users/thomashacker/followers', 'following_url': 'https://api.github.com/users/thomashacker/following{/other_user}', 'gists_url': 'https://api.github.com/users/thomashacker/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thomashacker/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thomashacker/subscriptions', 'organizations_url': 'https://api.github.com/users/thomashacker/orgs', 'repos_url': 'https://api.github.com/users/thomashacker/repos', 'events_url': 'https://api.github.com/users/thomashacker/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thomashacker/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}","{'url': 'https://api.github.com/repos/weaviate/Verba/issues/307/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/307/timeline,,,False,"{'url': 'https://api.github.com/repos/weaviate/Verba/pulls/307', 'html_url': 'https://github.com/weaviate/Verba/pull/307', 'diff_url': 'https://github.com/weaviate/Verba/pull/307.diff', 'patch_url': 'https://github.com/weaviate/Verba/pull/307.patch', 'merged_at': '2024-10-21T11:46:16Z'}"
https://api.github.com/repos/weaviate/Verba/issues/306,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/306/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/306/comments,https://api.github.com/repos/weaviate/Verba/issues/306/events,https://github.com/weaviate/Verba/issues/306,2599609966,I_kwDOKA3yJs6a8uZu,306,Allow local Firecrawl,"{'login': 'gitwittidbit', 'id': 83287661, 'node_id': 'MDQ6VXNlcjgzMjg3NjYx', 'avatar_url': 'https://avatars.githubusercontent.com/u/83287661?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/gitwittidbit', 'html_url': 'https://github.com/gitwittidbit', 'followers_url': 'https://api.github.com/users/gitwittidbit/followers', 'following_url': 'https://api.github.com/users/gitwittidbit/following{/other_user}', 'gists_url': 'https://api.github.com/users/gitwittidbit/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/gitwittidbit/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/gitwittidbit/subscriptions', 'organizations_url': 'https://api.github.com/users/gitwittidbit/orgs', 'repos_url': 'https://api.github.com/users/gitwittidbit/repos', 'events_url': 'https://api.github.com/users/gitwittidbit/events{/privacy}', 'received_events_url': 'https://api.github.com/users/gitwittidbit/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}","[{'id': 5786057714, 'node_id': 'LA_kwDOKA3yJs8AAAABWOA78g', 'url': 'https://api.github.com/repos/weaviate/Verba/labels/enhancement', 'name': 'enhancement', 'color': 'a2eeef', 'default': True, 'description': 'New feature or request'}]",open,False,,[],,0,2024-10-19T21:18:42Z,2024-10-19T21:18:42Z,,NONE,,"## Description
Firecrawl can be self hosted like Ollama. It would be great, if one could use a local Firecrawl deployment.",,"{'url': 'https://api.github.com/repos/weaviate/Verba/issues/306/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/306/timeline,,,,
https://api.github.com/repos/weaviate/Verba/issues/305,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/305/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/305/comments,https://api.github.com/repos/weaviate/Verba/issues/305/events,https://github.com/weaviate/Verba/issues/305,2594278771,I_kwDOKA3yJs6aoY1z,305,Setting/Variable for default deployment type,"{'login': 'N3XPW', 'id': 54949122, 'node_id': 'MDQ6VXNlcjU0OTQ5MTIy', 'avatar_url': 'https://avatars.githubusercontent.com/u/54949122?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/N3XPW', 'html_url': 'https://github.com/N3XPW', 'followers_url': 'https://api.github.com/users/N3XPW/followers', 'following_url': 'https://api.github.com/users/N3XPW/following{/other_user}', 'gists_url': 'https://api.github.com/users/N3XPW/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/N3XPW/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/N3XPW/subscriptions', 'organizations_url': 'https://api.github.com/users/N3XPW/orgs', 'repos_url': 'https://api.github.com/users/N3XPW/repos', 'events_url': 'https://api.github.com/users/N3XPW/events{/privacy}', 'received_events_url': 'https://api.github.com/users/N3XPW/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}","[{'id': 5786057714, 'node_id': 'LA_kwDOKA3yJs8AAAABWOA78g', 'url': 'https://api.github.com/repos/weaviate/Verba/labels/enhancement', 'name': 'enhancement', 'color': 'a2eeef', 'default': True, 'description': 'New feature or request'}]",open,False,,[],,0,2024-10-17T10:18:39Z,2024-10-17T10:18:39Z,,NONE,,"## Description
Add the ability to set a default deployment type for Verba through a configuration setting or environment variable. This feature would allow users to bypass the initial deployment type selection screen when accessing the Verba site, streamlining the user experience for frequent users or specific deployment scenarios.
Proposed implementation:
Introduce a new configuration option or environment variable, e.g., VERBA_DEFAULT_DEPLOYMENT_TYPE.
Allow users to set this variable to one of the available deployment types (e.g., ""docker"", ""custom_local"", etc.).
When the Verba site is accessed, if this variable is set, automatically use the specified deployment type without showing the selection screen.
Optionally, provide a way to override this setting for users who occasionally need to choose a different deployment type.
## Additional context
This feature would be particularly useful for:
Development environments where the same deployment type is consistently used.
Production setups where a specific configuration is always required.
Improving workflow efficiency by reducing repetitive selections.
The ability to set a default deployment type would significantly enhance user experience, especially for users who consistently use the same deployment method.",,"{'url': 'https://api.github.com/repos/weaviate/Verba/issues/305/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/305/timeline,,,,
https://api.github.com/repos/weaviate/Verba/issues/304,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/304/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/304/comments,https://api.github.com/repos/weaviate/Verba/issues/304/events,https://github.com/weaviate/Verba/pull/304,2594125405,PR_kwDOKA3yJs5-8HOw,304,Add Docker Build and Push GitHub Action for Verba,"{'login': 'prajjwalyd', 'id': 111794524, 'node_id': 'U_kgDOBqnZXA', 'avatar_url': 'https://avatars.githubusercontent.com/u/111794524?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/prajjwalyd', 'html_url': 'https://github.com/prajjwalyd', 'followers_url': 'https://api.github.com/users/prajjwalyd/followers', 'following_url': 'https://api.github.com/users/prajjwalyd/following{/other_user}', 'gists_url': 'https://api.github.com/users/prajjwalyd/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/prajjwalyd/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/prajjwalyd/subscriptions', 'organizations_url': 'https://api.github.com/users/prajjwalyd/orgs', 'repos_url': 'https://api.github.com/users/prajjwalyd/repos', 'events_url': 'https://api.github.com/users/prajjwalyd/events{/privacy}', 'received_events_url': 'https://api.github.com/users/prajjwalyd/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}",[],closed,False,,[],,1,2024-10-17T09:16:47Z,2024-10-18T08:48:40Z,2024-10-18T08:48:40Z,MEMBER,,"## Changes
A workflow to build and push the Docker image for Verba to DockerHub on every commit to the `main` branch.","{'login': 'thomashacker', 'id': 43848523, 'node_id': 'MDQ6VXNlcjQzODQ4NTIz', 'avatar_url': 'https://avatars.githubusercontent.com/u/43848523?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thomashacker', 'html_url': 'https://github.com/thomashacker', 'followers_url': 'https://api.github.com/users/thomashacker/followers', 'following_url': 'https://api.github.com/users/thomashacker/following{/other_user}', 'gists_url': 'https://api.github.com/users/thomashacker/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thomashacker/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thomashacker/subscriptions', 'organizations_url': 'https://api.github.com/users/thomashacker/orgs', 'repos_url': 'https://api.github.com/users/thomashacker/repos', 'events_url': 'https://api.github.com/users/thomashacker/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thomashacker/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}","{'url': 'https://api.github.com/repos/weaviate/Verba/issues/304/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/304/timeline,,,False,"{'url': 'https://api.github.com/repos/weaviate/Verba/pulls/304', 'html_url': 'https://github.com/weaviate/Verba/pull/304', 'diff_url': 'https://github.com/weaviate/Verba/pull/304.diff', 'patch_url': 'https://github.com/weaviate/Verba/pull/304.patch', 'merged_at': '2024-10-18T08:48:40Z'}"
https://api.github.com/repos/weaviate/Verba/issues/303,https://api.github.com/repos/weaviate/Verba,https://api.github.com/repos/weaviate/Verba/issues/303/labels{/name},https://api.github.com/repos/weaviate/Verba/issues/303/comments,https://api.github.com/repos/weaviate/Verba/issues/303/events,https://github.com/weaviate/Verba/issues/303,2588683997,I_kwDOKA3yJs6aTC7d,303,Azure OpenAI support in 2.0.0?,"{'login': 'bw-Deejee', 'id': 31662809, 'node_id': 'MDQ6VXNlcjMxNjYyODA5', 'avatar_url': 'https://avatars.githubusercontent.com/u/31662809?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/bw-Deejee', 'html_url': 'https://github.com/bw-Deejee', 'followers_url': 'https://api.github.com/users/bw-Deejee/followers', 'following_url': 'https://api.github.com/users/bw-Deejee/following{/other_user}', 'gists_url': 'https://api.github.com/users/bw-Deejee/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/bw-Deejee/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/bw-Deejee/subscriptions', 'organizations_url': 'https://api.github.com/users/bw-Deejee/orgs', 'repos_url': 'https://api.github.com/users/bw-Deejee/repos', 'events_url': 'https://api.github.com/users/bw-Deejee/events{/privacy}', 'received_events_url': 'https://api.github.com/users/bw-Deejee/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}",[],open,False,,[],,1,2024-10-15T12:49:03Z,2024-10-15T17:26:17Z,,NONE,,How do I get Azure OpenAI API to work in 2.0.0?,"{'login': 'bw-Deejee', 'id': 31662809, 'node_id': 'MDQ6VXNlcjMxNjYyODA5', 'avatar_url': 'https://avatars.githubusercontent.com/u/31662809?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/bw-Deejee', 'html_url': 'https://github.com/bw-Deejee', 'followers_url': 'https://api.github.com/users/bw-Deejee/followers', 'following_url': 'https://api.github.com/users/bw-Deejee/following{/other_user}', 'gists_url': 'https://api.github.com/users/bw-Deejee/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/bw-Deejee/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/bw-Deejee/subscriptions', 'organizations_url': 'https://api.github.com/users/bw-Deejee/orgs', 'repos_url': 'https://api.github.com/users/bw-Deejee/repos', 'events_url': 'https://api.github.com/users/bw-Deejee/events{/privacy}', 'received_events_url': 'https://api.github.com/users/bw-Deejee/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}","{'url': 'https://api.github.com/repos/weaviate/Verba/issues/303/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}",https://api.github.com/repos/weaviate/Verba/issues/303/timeline,,reopened,,
